date,city,description
2013-10-15,New York,sky is clear
2013-10-15,Philadelphia,sky is clear
2013-10-15,Phoenix,sky is clear
2013-10-15,Pittsburgh,sky is clear
2013-10-15,Portland,sky is clear
2013-10-15,Saint Louis,light rain
2013-10-15,San Antonio,broken clouds
2013-10-15,San Diego,sky is clear
2013-10-15,San Francisco,sky is clear
2013-10-15,Seattle,light rain
2013-10-15,Tel Aviv District,sky is clear
2013-10-15,Toronto,broken clouds
2013-10-15,Vancouver,sky is clear
2013-10-16,Albuquerque,light rain
2013-10-16,Atlanta,broken clouds
2013-10-16,Beersheba,sky is clear
2013-10-16,Boston,overcast clouds
2013-10-16,Charlotte,few clouds
2013-10-16,Chicago,scattered clouds
2013-10-16,Dallas,light rain
2013-10-16,Denver,sky is clear
2013-10-16,Detroit,light rain
2013-10-16,Eilat,sky is clear
2013-10-16,Haifa,sky is clear
2013-10-16,Houston,light rain
2013-10-16,Indianapolis,light rain
2013-10-16,Jacksonville,broken clouds
2013-10-16,Jerusalem,sky is clear
2013-10-16,Kansas City,sky is clear
2013-10-16,Las Vegas,sky is clear
2013-10-16,Los Angeles,sky is clear
2013-10-16,Miami,scattered clouds
2013-10-16,Minneapolis,light rain
2013-10-16,Montreal,overcast clouds
2013-10-16,Nahariyya,sky is clear
2013-10-16,Nashville,light rain
2013-10-16,New York,light rain
2013-10-16,Philadelphia,scattered clouds
2013-10-16,Phoenix,sky is clear
2013-10-16,Pittsburgh,light rain
2013-10-16,Portland,sky is clear
2013-10-16,Saint Louis,sky is clear
2013-10-16,San Antonio,light rain
2013-10-16,San Diego,sky is clear
2013-10-16,San Francisco,sky is clear
2013-10-16,Seattle,light rain
2013-10-16,Tel Aviv District,sky is clear
2013-10-16,Toronto,moderate rain
2013-10-16,Vancouver,sky is clear
2013-10-17,Albuquerque,sky is clear
2013-10-17,Atlanta,light rain
2013-10-17,Beersheba,sky is clear
2013-10-17,Boston,overcast clouds
2013-10-17,Charlotte,scattered clouds
2013-10-17,Chicago,light rain
2013-10-17,Dallas,scattered clouds
2013-10-17,Denver,sky is clear
2013-10-17,Detroit,scattered clouds
2013-10-17,Eilat,sky is clear
2013-10-17,Haifa,sky is clear
2013-10-17,Houston,broken clouds
2013-10-17,Indianapolis,sky is clear
2013-10-17,Jacksonville,sky is clear
2013-10-17,Jerusalem,sky is clear
2013-10-17,Kansas City,light rain
2013-10-17,Las Vegas,sky is clear
2013-10-17,Los Angeles,sky is clear
2013-10-17,Miami,sky is clear
2013-10-17,Minneapolis,sky is clear
2013-10-17,Montreal,moderate rain
2013-10-17,Nahariyya,sky is clear
2013-10-17,Nashville,light rain
2013-10-17,New York,overcast clouds
2013-10-17,Philadelphia,overcast clouds
2013-10-17,Phoenix,sky is clear
2013-10-17,Pittsburgh,light rain
2013-10-17,Portland,sky is clear
2013-10-17,Saint Louis,moderate rain
2013-10-17,San Antonio,scattered clouds
2013-10-17,San Diego,sky is clear
2013-10-17,San Francisco,sky is clear
2013-10-17,Seattle,sky is clear
2013-10-17,Tel Aviv District,sky is clear
2013-10-17,Toronto,sky is clear
2013-10-17,Vancouver,sky is clear
2013-10-18,Albuquerque,sky is clear
2013-10-18,Atlanta,broken clouds
2013-10-18,Beersheba,scattered clouds
2013-10-18,Boston,light rain
2013-10-18,Charlotte,mist
2013-10-18,Chicago,sky is clear
2013-10-18,Dallas,sky is clear
2013-10-18,Denver,light rain
2013-10-18,Detroit,scattered clouds
2013-10-18,Eilat,sky is clear
2013-10-18,Haifa,moderate rain
2013-10-18,Houston,light rain
2013-10-18,Indianapolis,scattered clouds
2013-10-18,Jacksonville,sky is clear
2013-10-18,Jerusalem,few clouds
2013-10-18,Kansas City,broken clouds
2013-10-18,Las Vegas,sky is clear
2013-10-18,Los Angeles,sky is clear
2013-10-18,Miami,sky is clear
2013-10-18,Minneapolis,scattered clouds
2013-10-18,Montreal,light rain
2013-10-18,Nahariyya,moderate rain
2013-10-18,Nashville,fog
2013-10-18,New York,light rain
2013-10-18,Philadelphia,light rain
2013-10-18,Phoenix,sky is clear
2013-10-18,Pittsburgh,broken clouds
2013-10-18,Portland,sky is clear
2013-10-18,Saint Louis,sky is clear
2013-10-18,San Antonio,light rain
2013-10-18,San Diego,sky is clear
2013-10-18,San Francisco,sky is clear
2013-10-18,Seattle,fog
2013-10-18,Tel Aviv District,few clouds
2013-10-18,Toronto,few clouds
2013-10-18,Vancouver,fog
2013-10-19,Albuquerque,sky is clear
2013-10-19,Atlanta,light rain
2013-10-19,Beersheba,sky is clear
2013-10-19,Boston,sky is clear
2013-10-19,Charlotte,overcast clouds
2013-10-19,Chicago,sky is clear
2013-10-19,Dallas,sky is clear
2013-10-19,Denver,sky is clear
2013-10-19,Detroit,broken clouds
2013-10-19,Eilat,sky is clear
2013-10-19,Haifa,scattered clouds
2013-10-19,Houston,light rain
2013-10-19,Indianapolis,light rain
2013-10-19,Jacksonville,overcast clouds
2013-10-19,Jerusalem,broken clouds
2013-10-19,Kansas City,sky is clear
2013-10-19,Las Vegas,sky is clear
2013-10-19,Los Angeles,sky is clear
2013-10-19,Miami,sky is clear
2013-10-19,Minneapolis,light rain
2013-10-19,Montreal,light rain
2013-10-19,Nahariyya,overcast clouds
2013-10-19,Nashville,overcast clouds
2013-10-19,New York,sky is clear
2013-10-19,Philadelphia,overcast clouds
2013-10-19,Phoenix,sky is clear
2013-10-19,Pittsburgh,overcast clouds
2013-10-19,Portland,sky is clear
2013-10-19,Saint Louis,sky is clear
2013-10-19,San Antonio,light rain
2013-10-19,San Diego,sky is clear
2013-10-19,San Francisco,sky is clear
2013-10-19,Seattle,sky is clear
2013-10-19,Tel Aviv District,scattered clouds
2013-10-19,Toronto,broken clouds
2013-10-19,Vancouver,fog
2013-10-20,Albuquerque,sky is clear
2013-10-20,Atlanta,sky is clear
2013-10-20,Beersheba,sky is clear
2013-10-20,Boston,sky is clear
2013-10-20,Charlotte,sky is clear
2013-10-20,Chicago,broken clouds
2013-10-20,Dallas,sky is clear
2013-10-20,Denver,sky is clear
2013-10-20,Detroit,light rain
2013-10-20,Eilat,sky is clear
2013-10-20,Haifa,sky is clear
2013-10-20,Houston,sky is clear
2013-10-20,Indianapolis,sky is clear
2013-10-20,Jacksonville,overcast clouds
2013-10-20,Jerusalem,sky is clear
2013-10-20,Kansas City,few clouds
2013-10-20,Las Vegas,sky is clear
2013-10-20,Los Angeles,few clouds
2013-10-20,Miami,broken clouds
2013-10-20,Minneapolis,moderate rain
2013-10-20,Montreal,light rain
2013-10-20,Nahariyya,sky is clear
2013-10-20,Nashville,sky is clear
2013-10-20,New York,sky is clear
2013-10-20,Philadelphia,sky is clear
2013-10-20,Phoenix,sky is clear
2013-10-20,Pittsburgh,sky is clear
2013-10-20,Portland,sky is clear
2013-10-20,Saint Louis,sky is clear
2013-10-20,San Antonio,sky is clear
2013-10-20,San Diego,sky is clear
2013-10-20,San Francisco,mist
2013-10-20,Seattle,overcast clouds
2013-10-20,Tel Aviv District,sky is clear
2013-10-20,Toronto,sky is clear
2013-10-20,Vancouver,sky is clear
2013-10-21,Albuquerque,sky is clear
2013-10-21,Atlanta,sky is clear
2013-10-21,Beersheba,sky is clear
2013-10-21,Boston,sky is clear
2013-10-21,Charlotte,sky is clear
2013-10-21,Chicago,broken clouds
2013-10-21,Dallas,sky is clear
2013-10-21,Denver,scattered clouds
2013-10-21,Detroit,overcast clouds
2013-10-21,Eilat,sky is clear
2013-10-21,Haifa,sky is clear
2013-10-21,Houston,broken clouds
2013-10-21,Indianapolis,sky is clear
2013-10-21,Jacksonville,overcast clouds
2013-10-21,Jerusalem,sky is clear
2013-10-21,Kansas City,few clouds
2013-10-21,Las Vegas,sky is clear
2013-10-21,Los Angeles,sky is clear
2013-10-21,Miami,light rain
2013-10-21,Minneapolis,overcast clouds
2013-10-21,Montreal,light rain
2013-10-21,Nahariyya,sky is clear
2013-10-21,Nashville,sky is clear
2013-10-21,New York,sky is clear
2013-10-21,Philadelphia,sky is clear
2013-10-21,Phoenix,sky is clear
2013-10-21,Pittsburgh,sky is clear
2013-10-21,Portland,sky is clear
2013-10-21,Saint Louis,sky is clear
2013-10-21,San Antonio,sky is clear
2013-10-21,San Diego,sky is clear
2013-10-21,San Francisco,sky is clear
2013-10-21,Seattle,overcast clouds
2013-10-21,Tel Aviv District,sky is clear
2013-10-21,Toronto,scattered clouds
2013-10-21,Vancouver,sky is clear
2013-10-22,Albuquerque,sky is clear
2013-10-22,Atlanta,light rain
2013-10-22,Beersheba,sky is clear
2013-10-22,Boston,scattered clouds
2013-10-22,Charlotte,sky is clear
2013-10-22,Chicago,broken clouds
2013-10-22,Dallas,sky is clear
2013-10-22,Denver,scattered clouds
2013-10-22,Detroit,overcast clouds
2013-10-22,Eilat,sky is clear
2013-10-22,Haifa,sky is clear
2013-10-22,Houston,overcast clouds
2013-10-22,Indianapolis,sky is clear
2013-10-22,Jacksonville,moderate rain
2013-10-22,Jerusalem,sky is clear
2013-10-22,Kansas City,few clouds
2013-10-22,Las Vegas,sky is clear
2013-10-22,Los Angeles,sky is clear
2013-10-22,Miami,light rain
2013-10-22,Minneapolis,sky is clear
2013-10-22,Montreal,light rain
2013-10-22,Nahariyya,sky is clear
2013-10-22,Nashville,light rain
2013-10-22,New York,sky is clear
2013-10-22,Philadelphia,sky is clear
2013-10-22,Phoenix,sky is clear
2013-10-22,Pittsburgh,light rain
2013-10-22,Portland,sky is clear
2013-10-22,Saint Louis,sky is clear
2013-10-22,San Antonio,sky is clear
2013-10-22,San Diego,broken clouds
2013-10-22,San Francisco,mist
2013-10-22,Seattle,mist
2013-10-22,Tel Aviv District,sky is clear
2013-10-22,Toronto,scattered clouds
2013-10-22,Vancouver,fog
2013-10-23,Albuquerque,sky is clear
2013-10-23,Atlanta,sky is clear
2013-10-23,Beersheba,sky is clear
2013-10-23,Boston,scattered clouds
2013-10-23,Charlotte,sky is clear
2013-10-23,Chicago,broken clouds
2013-10-23,Dallas,sky is clear
2013-10-23,Denver,sky is clear
2013-10-23,Detroit,overcast clouds
2013-10-23,Eilat,sky is clear
2013-10-23,Haifa,sky is clear
2013-10-23,Houston,sky is clear
2013-10-23,Indianapolis,light rain
2013-10-23,Jacksonville,light rain
2013-10-23,Jerusalem,sky is clear
2013-10-23,Kansas City,sky is clear
2013-10-23,Las Vegas,sky is clear
2013-10-23,Los Angeles,sky is clear
2013-10-23,Miami,light rain
2013-10-23,Minneapolis,overcast clouds
2013-10-23,Montreal,light rain
2013-10-23,Nahariyya,sky is clear
2013-10-23,Nashville,sky is clear
2013-10-23,New York,sky is clear
2013-10-23,Philadelphia,sky is clear
2013-10-23,Phoenix,sky is clear
2013-10-23,Pittsburgh,light rain
2013-10-23,Portland,sky is clear
2013-10-23,Saint Louis,sky is clear
2013-10-23,San Antonio,sky is clear
2013-10-23,San Diego,sky is clear
2013-10-23,San Francisco,sky is clear
2013-10-23,Seattle,sky is clear
2013-10-23,Tel Aviv District,sky is clear
2013-10-23,Toronto,scattered clouds
2013-10-23,Vancouver,sky is clear
2013-10-24,Albuquerque,sky is clear
2013-10-24,Atlanta,sky is clear
2013-10-24,Beersheba,sky is clear
2013-10-24,Boston,sky is clear
2013-10-24,Charlotte,sky is clear
2013-10-24,Chicago,broken clouds
2013-10-24,Dallas,sky is clear
2013-10-24,Denver,scattered clouds
2013-10-24,Detroit,overcast clouds
2013-10-24,Eilat,sky is clear
2013-10-24,Haifa,sky is clear
2013-10-24,Houston,sky is clear
2013-10-24,Indianapolis,overcast clouds
2013-10-24,Jacksonville,sky is clear
2013-10-24,Jerusalem,sky is clear
2013-10-24,Kansas City,few clouds
2013-10-24,Las Vegas,sky is clear
2013-10-24,Los Angeles,sky is clear
2013-10-24,Miami,moderate rain
2013-10-24,Minneapolis,overcast clouds
2013-10-24,Montreal,light rain
2013-10-24,Nahariyya,sky is clear
2013-10-24,Nashville,sky is clear
2013-10-24,New York,sky is clear
2013-10-24,Philadelphia,sky is clear
2013-10-24,Phoenix,sky is clear
2013-10-24,Pittsburgh,broken clouds
2013-10-24,Portland,sky is clear
2013-10-24,Saint Louis,broken clouds
2013-10-24,San Antonio,sky is clear
2013-10-24,San Diego,overcast clouds
2013-10-24,San Francisco,sky is clear
2013-10-24,Seattle,sky is clear
2013-10-24,Tel Aviv District,sky is clear
2013-10-24,Toronto,scattered clouds
2013-10-24,Vancouver,sky is clear
2013-10-25,Albuquerque,light rain
2013-10-25,Atlanta,sky is clear
2013-10-25,Beersheba,sky is clear
2013-10-25,Boston,sky is clear
2013-10-25,Charlotte,sky is clear
2013-10-25,Chicago,sky is clear
2013-10-25,Dallas,sky is clear
2013-10-25,Denver,scattered clouds
2013-10-25,Detroit,overcast clouds
2013-10-25,Eilat,sky is clear
2013-10-25,Haifa,sky is clear
2013-10-25,Houston,sky is clear
2013-10-25,Indianapolis,light snow
2013-10-25,Jacksonville,sky is clear
2013-10-25,Jerusalem,sky is clear
2013-10-25,Kansas City,sky is clear
2013-10-25,Las Vegas,sky is clear
2013-10-25,Los Angeles,sky is clear
2013-10-25,Miami,light rain
2013-10-25,Minneapolis,sky is clear
2013-10-25,Montreal,light rain
2013-10-25,Nahariyya,sky is clear
2013-10-25,Nashville,sky is clear
2013-10-25,New York,sky is clear
2013-10-25,Philadelphia,sky is clear
2013-10-25,Phoenix,sky is clear
2013-10-25,Pittsburgh,light snow
2013-10-25,Portland,sky is clear
2013-10-25,Saint Louis,sky is clear
2013-10-25,San Antonio,sky is clear
2013-10-25,San Diego,light rain
2013-10-25,San Francisco,light rain
2013-10-25,Seattle,light rain
2013-10-25,Tel Aviv District,sky is clear
2013-10-25,Toronto,scattered clouds
2013-10-25,Vancouver,sky is clear
2013-10-26,Albuquerque,sky is clear
2013-10-26,Atlanta,sky is clear
2013-10-26,Beersheba,sky is clear
2013-10-26,Boston,sky is clear
2013-10-26,Charlotte,sky is clear
2013-10-26,Chicago,broken clouds
2013-10-26,Dallas,overcast clouds
2013-10-26,Denver,scattered clouds
2013-10-26,Detroit,overcast clouds
2013-10-26,Eilat,sky is clear
2013-10-26,Haifa,sky is clear
2013-10-26,Houston,sky is clear
2013-10-26,Indianapolis,light snow
2013-10-26,Jacksonville,sky is clear
2013-10-26,Jerusalem,sky is clear
2013-10-26,Kansas City,few clouds
2013-10-26,Las Vegas,sky is clear
2013-10-26,Los Angeles,sky is clear
2013-10-26,Miami,light rain
2013-10-26,Minneapolis,scattered clouds
2013-10-26,Montreal,light rain
2013-10-26,Nahariyya,sky is clear
2013-10-26,Nashville,sky is clear
2013-10-26,New York,sky is clear
2013-10-26,Philadelphia,sky is clear
2013-10-26,Phoenix,sky is clear
2013-10-26,Pittsburgh,sky is clear
2013-10-26,Portland,sky is clear
2013-10-26,Saint Louis,sky is clear
2013-10-26,San Antonio,sky is clear
2013-10-26,San Diego,sky is clear
2013-10-26,San Francisco,sky is clear
2013-10-26,Seattle,overcast clouds
2013-10-26,Tel Aviv District,sky is clear
2013-10-26,Toronto,broken clouds
2013-10-26,Vancouver,sky is clear
2013-10-27,Albuquerque,sky is clear
2013-10-27,Atlanta,sky is clear
2013-10-27,Beersheba,sky is clear
2013-10-27,Boston,scattered clouds
2013-10-27,Charlotte,sky is clear
2013-10-27,Chicago,sky is clear
2013-10-27,Dallas,heavy intensity rain
2013-10-27,Denver,sky is clear
2013-10-27,Detroit,sky is clear
2013-10-27,Eilat,sky is clear
2013-10-27,Haifa,sky is clear
2013-10-27,Houston,heavy intensity rain
2013-10-27,Indianapolis,sky is clear
2013-10-27,Jacksonville,sky is clear
2013-10-27,Jerusalem,sky is clear
2013-10-27,Kansas City,sky is clear
2013-10-27,Las Vegas,sky is clear
2013-10-27,Los Angeles,sky is clear
2013-10-27,Miami,sky is clear
2013-10-27,Minneapolis,sky is clear
2013-10-27,Montreal,light rain
2013-10-27,Nahariyya,sky is clear
2013-10-27,Nashville,scattered clouds
2013-10-27,New York,sky is clear
2013-10-27,Philadelphia,sky is clear
2013-10-27,Phoenix,sky is clear
2013-10-27,Pittsburgh,sky is clear
2013-10-27,Portland,light rain
2013-10-27,Saint Louis,sky is clear
2013-10-27,San Antonio,broken clouds
2013-10-27,San Diego,sky is clear
2013-10-27,San Francisco,broken clouds
2013-10-27,Seattle,light rain
2013-10-27,Tel Aviv District,sky is clear
2013-10-27,Toronto,few clouds
2013-10-27,Vancouver,moderate rain
2013-10-28,Albuquerque,broken clouds
2013-10-28,Atlanta,broken clouds
2013-10-28,Beersheba,sky is clear
2013-10-28,Boston,sky is clear
2013-10-28,Charlotte,broken clouds
2013-10-28,Chicago,sky is clear
2013-10-28,Dallas,broken clouds
2013-10-28,Denver,scattered clouds
2013-10-28,Detroit,sky is clear
2013-10-28,Eilat,sky is clear
2013-10-28,Haifa,sky is clear
2013-10-28,Houston,few clouds
2013-10-28,Indianapolis,sky is clear
2013-10-28,Jacksonville,sky is clear
2013-10-28,Jerusalem,sky is clear
2013-10-28,Kansas City,sky is clear
2013-10-28,Las Vegas,sky is clear
2013-10-28,Los Angeles,light rain
2013-10-28,Miami,sky is clear
2013-10-28,Minneapolis,sky is clear
2013-10-28,Montreal,light rain
2013-10-28,Nahariyya,sky is clear
2013-10-28,Nashville,light rain
2013-10-28,New York,sky is clear
2013-10-28,Philadelphia,sky is clear
2013-10-28,Phoenix,sky is clear
2013-10-28,Pittsburgh,sky is clear
2013-10-28,Portland,sky is clear
2013-10-28,Saint Louis,sky is clear
2013-10-28,San Antonio,sky is clear
2013-10-28,San Diego,light rain
2013-10-28,San Francisco,sky is clear
2013-10-28,Seattle,sky is clear
2013-10-28,Tel Aviv District,sky is clear
2013-10-28,Toronto,sky is clear
2013-10-28,Vancouver,sky is clear
2013-10-29,Albuquerque,broken clouds
2013-10-29,Atlanta,scattered clouds
2013-10-29,Beersheba,sky is clear
2013-10-29,Boston,sky is clear
2013-10-29,Charlotte,sky is clear
2013-10-29,Chicago,broken clouds
2013-10-29,Dallas,light rain
2013-10-29,Denver,sky is clear
2013-10-29,Detroit,broken clouds
2013-10-29,Eilat,sky is clear
2013-10-29,Haifa,sky is clear
2013-10-29,Houston,scattered clouds
2013-10-29,Indianapolis,scattered clouds
2013-10-29,Jacksonville,sky is clear
2013-10-29,Jerusalem,sky is clear
2013-10-29,Kansas City,heavy intensity rain
2013-10-29,Las Vegas,sky is clear
2013-10-29,Los Angeles,light rain
2013-10-29,Miami,sky is clear
2013-10-29,Minneapolis,broken clouds
2013-10-29,Montreal,sky is clear
2013-10-29,Nahariyya,sky is clear
2013-10-29,Nashville,few clouds
2013-10-29,New York,sky is clear
2013-10-29,Philadelphia,sky is clear
2013-10-29,Phoenix,sky is clear
2013-10-29,Pittsburgh,sky is clear
2013-10-29,Portland,sky is clear
2013-10-29,Saint Louis,scattered clouds
2013-10-29,San Antonio,light rain
2013-10-29,San Diego,light rain
2013-10-29,San Francisco,scattered clouds
2013-10-29,Seattle,sky is clear
2013-10-29,Tel Aviv District,sky is clear
2013-10-29,Toronto,sky is clear
2013-10-29,Vancouver,sky is clear
2013-10-30,Albuquerque,sky is clear
2013-10-30,Atlanta,scattered clouds
2013-10-30,Beersheba,sky is clear
2013-10-30,Boston,broken clouds
2013-10-30,Charlotte,scattered clouds
2013-10-30,Chicago,scattered clouds
2013-10-30,Dallas,heavy intensity rain
2013-10-30,Denver,light snow
2013-10-30,Detroit,sky is clear
2013-10-30,Eilat,sky is clear
2013-10-30,Haifa,scattered clouds
2013-10-30,Houston,broken clouds
2013-10-30,Indianapolis,light rain
2013-10-30,Jacksonville,few clouds
2013-10-30,Jerusalem,light rain
2013-10-30,Kansas City,heavy intensity rain
2013-10-30,Las Vegas,sky is clear
2013-10-30,Los Angeles,sky is clear
2013-10-30,Miami,sky is clear
2013-10-30,Minneapolis,light rain
2013-10-30,Montreal,broken clouds
2013-10-30,Nahariyya,scattered clouds
2013-10-30,Nashville,broken clouds
2013-10-30,New York,broken clouds
2013-10-30,Philadelphia,broken clouds
2013-10-30,Phoenix,sky is clear
2013-10-30,Pittsburgh,scattered clouds
2013-10-30,Portland,sky is clear
2013-10-30,Saint Louis,heavy intensity rain
2013-10-30,San Antonio,moderate rain
2013-10-30,San Diego,sky is clear
2013-10-30,San Francisco,sky is clear
2013-10-30,Seattle,sky is clear
2013-10-30,Tel Aviv District,light rain
2013-10-30,Toronto,light rain
2013-10-30,Vancouver,sky is clear
2013-10-31,Albuquerque,sky is clear
2013-10-31,Atlanta,broken clouds
2013-10-31,Beersheba,light rain
2013-10-31,Boston,sky is clear
2013-10-31,Charlotte,sky is clear
2013-10-31,Chicago,heavy intensity rain
2013-10-31,Dallas,light rain
2013-10-31,Denver,sky is clear
2013-10-31,Detroit,heavy intensity rain
2013-10-31,Eilat,sky is clear
2013-10-31,Haifa,light rain
2013-10-31,Houston,heavy intensity rain
2013-10-31,Indianapolis,light rain
2013-10-31,Jacksonville,few clouds
2013-10-31,Jerusalem,light rain
2013-10-31,Kansas City,heavy intensity rain
2013-10-31,Las Vegas,sky is clear
2013-10-31,Los Angeles,sky is clear
2013-10-31,Miami,broken clouds
2013-10-31,Minneapolis,light rain
2013-10-31,Montreal,moderate rain
